County,Type,Facility Name,Street Address,City,State,ZIP,Location
Queens,Grocery,"Maa Supermarket, Inc.",Parsons Blvd.,Jamaica,NY,11432,"Parsons Blvd.
Jamaica, NY 11432
(40.71108064300006, -73.80615263099997)"
Kings,Pharmacy Only,Walgreens #13752,Flatbush Ave,Brooklyn,NY,11234,"Flatbush Ave
Brooklyn, NY 11234
(40.615987878000055, -73.92957204499999)"
Bronx,Grocery,Karina Enterprises Inc,Grand Concourse,Bronx,NY,10453,"Grand Concourse
Bronx, NY 10453
(40.85307392400006, -73.90329423999998)"
Nassau,Grocery,Guy Lombardo Candy & Grocery Inc.,Guy Lombardo Avenue,Freeport,NY,11520,"Guy Lombardo Avenue
Freeport, NY 11520
(40.64030032200003, -73.58204310399998)"
Kings,Grocery,New Tayeeba's Grocery Corp.,Avenue J,Brooklyn,NY,11230,"Avenue J
Brooklyn, NY 11230
(40.62462609600004, -73.96661108399996)"
Chautauqua,Grocery (Formula Allowed),Tops Market #272,South Work St,Falconer,NY,14733,"South Work St
Falconer, NY 14733
(42.113270560000046, -79.18873573899998)"
Greene,Grocery (Formula Allowed),Tops #724,Hope Plaza,West Coxsackie,NY,12192,"Hope Plaza
West Coxsackie, NY 12192
(42.36270771800008, -73.83340459299995)"
Dutchess,Grocery w/ Pharmacy inside,ShopRite #206,South Road Suite 3b,Poughkeepsie,NY,12601,"South Road Suite 3b
Poughkeepsie, NY 12601
(41.617499473000066, -73.91613298299995)"
Suffolk,Grocery w/ Pharmacy inside,Stop & Shop #561,Sunrise Highway,East Islip,NY,11730,"Sunrise Highway
East Islip, NY 11730
(40.74800515000004, -73.15358926799996)"
Queens,Grocery (Formula Allowed),Key Food,36th Av,Astoria,NY,11106,"36th Av
Astoria, NY 11106
(40.759249734000036, -73.93546514699995)"
Orleans,Grocery w/ Pharmacy inside,Tops Market #248,Maple Ridge Rd,Medina,NY,14103,"Maple Ridge Rd
Medina, NY 14103
(43.20725501100003, -78.38544704999998)"
New York,Pharmacy Only,Duane Reade #14146,Broadway,New York,NY,10025,"Broadway
New York, NY 10025
(40.792862756000034, -73.97294741699994)"
Erie,Pharmacy Only,Walgreens #11142,Main St,Clarence,NY,14031,"Main St
Clarence, NY 14031
(42.978732113000035, -78.60533752999999)"
Onondaga,Grocery (Formula Allowed),Tops Market #362,Nottingham Ro,Syracuse,NY,13224,"Nottingham Ro
Syracuse, NY 13224
(43.020883567000055, -76.10707613199997)"
Bronx,Grocery,Subs Gourmet Deli,Ogden Avenue,Bronx,NY,10452,"Ogden Avenue
Bronx, NY 10452
(40.83701461600003, -73.92707033699998)"
Jefferson,Grocery (Formula Allowed),Tops Market #596,Us Route 11,Adams,NY,13605,"Us Route 11
Adams, NY 13605
(43.789584330000025, -76.03460802299998)"
Nassau,Grocery (Formula Allowed),Cherry Valley Market Place,Hempstead Turnpike,West Hempstead,NY,11552,"Hempstead Turnpike
West Hempstead, NY 11552
(40.705070044000024, -73.65035946699999)"
Bronx,Grocery,Prospect Supermarket Of Ny Inc.,Prospect Avenue,Bronx,NY,10455,"Prospect Avenue
Bronx, NY 10455
(40.815792481000074, -73.90319691199994)"
Erie,Grocery (Formula Allowed),Tops Market #262,Erie Ro,Angola,NY,14006,"Erie Ro
Angola, NY 14006
(42.63703643600007, -79.04899656399994)"
New York,Pharmacy Only,St. Jesus Pharmacy,Broadway,New York,NY,10033,"Broadway
New York, NY 10033
(40.84944678100004, -73.93649581999995)"
Kings,Grocery,C-Town Supermarkets,Avenue U,Brooklyn,NY,11229,"Avenue U
Brooklyn, NY 11229
(40.60018642800003, -73.94411570799997)"
Kings,Grocery,Key Food,Church Av,Brooklyn,NY,11212,"Church Av
Brooklyn, NY 11212
(40.655478713000036, -73.91581337599996)"
Kings,Grocery,Food Way,Ralph Avenue,Brooklyn,NY,11234,"Ralph Avenue
Brooklyn, NY 11234
(40.624180996000064, -73.91776001599999)"
New York,Grocery (Formula Allowed),Food Universe Marketplace,Broadway,New York,NY,10034,"Broadway
New York, NY 10034
(40.868737915000054, -73.91792865299993)"
New York,Grocery (Formula Allowed),Key Food,2nd Av,New York,NY,10128,"2nd Av
New York, NY 10128
(40.78139946300007, -73.94917205399997)"
Albany,Grocery w/ Pharmacy inside,Hannaford Supermarket & Pharm #8367,Central Ave,Albany,NY,12206,"Central Ave
Albany, NY 12206
(42.67026223600004, -73.77875614499999)"
Richmond,Grocery w/ Pharmacy inside,ShopRite Of Hylan Blvd,Hylan Blvd,Staten Island,NY,10306,"Hylan Blvd
Staten Island, NY 10306
(40.573333966000064, -74.10698471999996)"
Onondaga,Grocery (Formula Allowed),Target T-2324,West Genesee Street,Syracuse,NY,13219,"West Genesee Street
Syracuse, NY 13219
(43.04792202500005, -76.22342613999996)"
Kings,Grocery,Karzinka Corp.,Bay Parkway,Brooklyn,NY,11204,"Bay Parkway
Brooklyn, NY 11204
(40.61377194600004, -73.98148799199998)"
Orange,Pharmacy Only,Walgreens #12067,Windsor Hwy,Vails Gate,NY,12584,"Windsor Hwy
Vails Gate, NY 12584
(41.46044000000006, -74.05393999999995)"
New York,Grocery,C-Town Supermarkets,Broadway,New York,NY,10031,"Broadway
New York, NY 10031
(40.818760164000025, -73.95592017499996)"
Onondaga,Grocery w/ Pharmacy inside,Wegmans Food Market #31,Onondaga Blvd,Syracuse,NY,13219,"Onondaga Blvd
Syracuse, NY 13219
(43.02640330600008, -76.21027719399996)"
New York,Grocery,Wai Wah Market Inc.,Catherine Street,New York,NY,10038,"Catherine Street
New York, NY 10038
(40.71212881100007, -73.99693991699996)"
Bronx,Grocery,Met Food,Jackson Avenue,Bronx,NY,10455,"Jackson Avenue
Bronx, NY 10455
(40.81303247400007, -73.90914634799998)"
Bronx,Grocery,Antillana Superfood Marketplace,Grand Concourse,Bronx,NY,10453,"Grand Concourse
Bronx, NY 10453
(40.85307392400006, -73.90329423999998)"
Bronx,Grocery (Formula Allowed),Foodtown,White Plains Road,Bronx,NY,10466,"White Plains Road
Bronx, NY 10466
(40.88570831100003, -73.86166514799999)"
Oneida,Grocery (Formula Allowed),Byrne Dairy #16,Main St,Camden,NY,13316,"Main St
Camden, NY 13316
(43.33585491000008, -75.74816915399998)"
Kings,Pharmacy Only,Walgreens #10678,Myrtle Ave,Brooklyn,NY,11205,"Myrtle Ave
Brooklyn, NY 11205
(40.69422280600003, -73.95920024599997)"
Washington,Grocery (Formula Allowed),Price Chopper #157,State Route 22,Granville,NY,12832,"State Route 22
Granville, NY 12832
(43.338009406000026, -73.26551617499996)"
Westchester,Grocery,Caribbean Mart Corp.,West 1st Street,Mount Vernon,NY,10550,"West 1st Street
Mount Vernon, NY 10550
(40.91000170600006, -73.84350752399996)"
Orange,Grocery (Formula Allowed),Stop & Shop #524,Brotherhood Plaza,Washingtonville,NY,10992,"Brotherhood Plaza
Washingtonville, NY 10992
(41.430380194000065, -74.16161719999997)"
Nassau,Grocery (Formula Allowed),Stop & Shop #2565,Atlantic Av,Oceanside,NY,11572,"Atlantic Av
Oceanside, NY 11572
(40.64054003500007, -73.64922848199996)"
Erie,Grocery w/ Pharmacy inside,Tops Market #224,Maple Rd,Amherst,NY,14221,"Maple Rd
Amherst, NY 14221
(42.99103364100006, -78.75623593099994)"
Queens,Grocery,Happy Bebe Corp.,103rd Street,Corona,NY,11368,"103rd Street
Corona, NY 11368
(40.74212631800003, -73.85850718399996)"
Erie,Grocery w/ Pharmacy inside,Tops Market #210,Amherst St,Buffalo,NY,14207,"Amherst St
Buffalo, NY 14207
(42.937375823000025, -78.89232304199999)"
Bronx,Grocery (Formula Allowed),Associated Supermarket,East 167th Street,Bronx,NY,10456,"East 167th Street
Bronx, NY 10456
(40.83123648900005, -73.91327445399997)"
Westchester,Grocery,El Mercado Meat & Produce,Lake Street,White Plains,NY,10603,"Lake Street
White Plains, NY 10603
(41.03732765700005, -73.76129802999998)"
Ontario,Pharmacy Only,CVS Pharmacy #5073,Honeoye Commons,Honeoye,NY,14471,"Honeoye Commons
Honeoye, NY 14471
(42.78934503800008, -77.50481492699998)"
Queens,Grocery (Formula Allowed),C-Town Supermarkets,37th Avenue,Jackson Heights,NY,11372,"37th Avenue
Jackson Heights, NY 11372
(40.749864847000026, -73.88314928499994)"
Dutchess,Grocery w/ Pharmacy inside,Stop & Shop #597,South Road,Poughkeepsie,NY,12601,"South Road
Poughkeepsie, NY 12601
(41.617499473000066, -73.91613298299995)"
New York,Grocery,"196 Sto. Domingo Grocery, Inc.",Audubon Ave,New York,NY,10033,"Audubon Ave
New York, NY 10033
(40.84801751800006, -73.93286666799997)"
Richmond,Grocery,Stop 1 Supermarket,Richmond Terrace,Staten Island,NY,10301,"Richmond Terrace
Staten Island, NY 10301
(40.64691196600006, -74.08857171199998)"
Kings,Grocery,Associated Supermarkets,Flatbush Avenue,Brooklyn,NY,11225,"Flatbush Avenue
Brooklyn, NY 11225
(40.662387953000064, -73.96189588899995)"
Queens,Grocery,Ng Mini Market Corp.,81st St,East Elmhurst,NY,11370,"81st St
East Elmhurst, NY 11370
(40.76079445500005, -73.88727103599996)"
Kings,Grocery,"Weber's Fruit Store, Inc.",13th Av,Brooklyn,NY,11219,"13th Av
Brooklyn, NY 11219
(40.63158039700005, -73.99565512699996)"
Schenectady,Grocery w/ Pharmacy inside,Walmart #2874,Dutch Meadows La,Glenville,NY,12302,"Dutch Meadows La
Glenville, NY 12302
(42.839354455000034, -73.94619074699995)"
Kings,Grocery,C-Town Supermarkets,Liberty Ave,Brooklyn,NY,11208,"Liberty Ave
Brooklyn, NY 11208
(40.677740467000035, -73.87361344699997)"
Suffolk,Grocery (Formula Allowed),Best Market,Jericho Turnpike,Commack,NY,11725,"Jericho Turnpike
Commack, NY 11725
(40.845923355000025, -73.26841582599997)"
Nassau,Grocery (Formula Allowed),Stop & Shop #2555,South Merrick Mall,Merrick,NY,11566,"South Merrick Mall
Merrick, NY 11566
(40.66548896900008, -73.55156946899996)"
Queens,Pharmacy Only,Walgreens #11126,Kissena Blvd,Flushing,NY,11367,"Kissena Blvd
Flushing, NY 11367
(40.72762146900004, -73.81345276099995)"
Suffolk,Grocery,Torres Minimarket,Middle Country Ro,Centereach,NY,11720,"Middle Country Ro
Centereach, NY 11720
(40.85845696100006, -73.08321901499994)"
Queens,Grocery,Merceditas Grocery Store,37th Ave,Corona,NY,11368,"37th Ave
Corona, NY 11368
(40.75808503700006, -73.84326488899995)"
Westchester,Grocery w/ Pharmacy inside,Acme #2418,East Main Street,Mohegan Lake,NY,10547,"East Main Street
Mohegan Lake, NY 10547
(41.31740552400004, -73.86025661199994)"
Clinton,Grocery (Formula Allowed),Target T-2459,"Smithfield Blvd, Ste. 49",Plattsburgh,NY,12901,"Smithfield Blvd, Ste. 49
Plattsburgh, NY 12901
(44.70161896700006, -73.49381956799994)"
Monroe,Grocery (Formula Allowed),Target Store T-2038,Ridge Road,Webster,NY,14580,"Ridge Road
Webster, NY 14580
(43.21863589800006, -77.39806963999996)"
Kings,Grocery,Key Food,Broadway,Brooklyn,NY,11221,"Broadway
Brooklyn, NY 11221
(40.691705461000026, -73.92592460199995)"
Nassau,Grocery (Formula Allowed),C-Town Supermarkets,South Franklin St,Hempstead,NY,11550,"South Franklin St
Hempstead, NY 11550
(40.69701672600007, -73.62213407499996)"
Suffolk,Pharmacy Only,CVS Pharmacy #1192,Main Street,Holbrook,NY,11741,"Main Street
Holbrook, NY 11741
(40.80815289200007, -73.07521460599997)"
Westchester,Grocery,Foodtown,Pelham Road,New Rochelle,NY,10805,"Pelham Road
New Rochelle, NY 10805
(40.89631631900005, -73.77888366099995)"
Rensselaer,Grocery w/ Pharmacy inside,Market 32 By Price Chopper #111,Columbia Turnpike,Rensselaer,NY,12144,"Columbia Turnpike
Rensselaer, NY 12144
(42.61458595900007, -73.72952792599995)"
Nassau,Grocery (Formula Allowed),Bravo Supermarket,Fulton Ave,Hempstead,NY,11550,"Fulton Ave
Hempstead, NY 11550
(40.709541959000035, -73.61848293299994)"
Kings,Grocery (Formula Allowed),Associated Supermarket,Fulton Street,Brooklyn,NY,11233,"Fulton Street
Brooklyn, NY 11233
(40.67863700800007, -73.91731491199994)"
Queens,Grocery,Food Universe Marketplace,43rd Ave,Sunnyside,NY,11104,"43rd Ave
Sunnyside, NY 11104
(40.74517268200003, -73.92067946399999)"
Queens,Pharmacy Only,Jackson Heights Pharmacy & Surgical,Roosevelt Avenue,Jackson Heights,NY,11372,"Roosevelt Avenue
Jackson Heights, NY 11372
(40.74786229600005, -73.88194351399994)"
Suffolk,Grocery (Formula Allowed),Stop & Shop #2520,Route 25a,Rocky Point,NY,11778,"Route 25a
Rocky Point, NY 11778
(40.94610135000005, -72.93408085899995)"
Orange,Grocery (Formula Allowed),ShopRite Of Newburgh #246,North Plank Rd.,Newburgh,NY,12550,"North Plank Rd.
Newburgh, NY 12550
(41.54688686800006, -74.05489508399995)"
Nassau,Grocery,Belmont Deli And Grill Inc.,Hempstead Tpke,Elmont,NY,11003,"Hempstead Tpke
Elmont, NY 11003
(40.70790905200005, -73.70650212199996)"
Kings,Grocery,Southside Food Plaza,Bedford Ave,Brooklyn,NY,11211,"Bedford Ave
Brooklyn, NY 11211
(40.71234819000006, -73.96264692799997)"
Kings,Grocery,Gourmet Plaza,East 13th St,Brooklyn,NY,11229,"East 13th St
Brooklyn, NY 11229
(40.601098180000065, -73.95872266099997)"
Oneida,Grocery (Formula Allowed),Price Chopper #44,Auert Ave,Utica,NY,13502,"Auert Ave
Utica, NY 13502
(43.115323413000056, -75.20889686999999)"
Ulster,Grocery (Formula Allowed),ShopRite #280,Main Street,New Paltz,NY,12561,"Main Street
New Paltz, NY 12561
(41.74189860600006, -74.06746679599996)"
Kings,Grocery (Formula Allowed),Bravo Supermarket,4th Av,Brooklyn,NY,11220,"4th Av
Brooklyn, NY 11220
(40.64829435900003, -74.01058978999998)"
Kings,Grocery w/ Pharmacy inside,Ocean A & R Pharmacy Inc,Ocean Ave,Brooklyn,NY,11229,"Ocean Ave
Brooklyn, NY 11229
(40.60184099500003, -73.95186640599997)"
Queens,Grocery (Formula Allowed),Shop Fair Supermarket Market Place,Seneca Av,Ridgewood,NY,11385,"Seneca Av
Ridgewood, NY 11385
(40.71065505300004, -73.92097992499998)"
Bronx,Grocery,Danbako Llc,Boston Ro,Bronx,NY,10456,"Boston Ro
Bronx, NY 10456
(40.829322571000034, -73.90252490299997)"
Queens,Grocery,The Food Emporium,153rd Av,Howard Beach,NY,11414,"153rd Av
Howard Beach, NY 11414
(40.66732350600006, -73.84511933899995)"
Erie,Grocery w/ Pharmacy inside,Tops Market #268,Erie Rd,Derby,NY,14047,"Erie Rd
Derby, NY 14047
(42.69093765700006, -79.00296410099998)"
Nassau,Grocery w/ Pharmacy inside,ShopRite,Old Country Road,Plainview,NY,11803,"Old Country Road
Plainview, NY 11803
(40.77562715900007, -73.47300140699997)"
Bronx,Grocery,Leidy Deli Grocery,East 176 Street,Bronx,NY,10457,"East 176 Street
Bronx, NY 10457
(40.84615369100004, -73.89926392499996)"
Queens,Pharmacy Only,Duane Reade #14187,Roosevelt Ave,Woodside,NY,11377,"Roosevelt Ave
Woodside, NY 11377
(40.74539446500006, -73.90551231099994)"
New York,Grocery,Farm Country,1st Av,New York,NY,10029,"1st Av
New York, NY 10029
(40.78962613300007, -73.94007266599993)"
Monroe,Grocery w/ Pharmacy inside,Walmart Supercenter #3280,Hudson Ave,Rochester,NY,14621,"Hudson Ave
Rochester, NY 14621
(43.18596496200007, -77.59952690199998)"
Kings,Grocery,3 Sisters Deli Grocery Ny Corp.,Dumont Av,Brooklyn,NY,11212,"Dumont Av
Brooklyn, NY 11212
(40.66384022900007, -73.91096589799997)"
Steuben,Grocery,Canisteo Shurfine,West Main St,Canisteo,NY,14823,"West Main St
Canisteo, NY 14823
(42.27391918400008, -77.60754731599997)"
New York,Grocery,Liberato Food Market,Audubon Ave,New York,NY,10033,"Audubon Ave
New York, NY 10033
(40.84801751800006, -73.93286666799997)"
Jefferson,Grocery,Dexter Market,Brown Street,Dexter,NY,13634,"Brown Street
Dexter, NY 13634
(44.00831586400005, -76.04440585399993)"
Ulster,Grocery w/ Pharmacy inside,Hannaford Supermarket & Pharm #8348,Ulster Ave,Eddyville,NY,12401,"Ulster Ave
Eddyville, NY 12401
(41.95357910700005, -73.99445269499995)"
Kings,Grocery,"The Kosher Food Depot, Inc.",42nd St,Brooklyn,NY,11219,"42nd St
Brooklyn, NY 11219
(40.639603805000036, -73.98912104399994)"
Bronx,Grocery,Nongsa Corp,West 183rd Street,Bronx,NY,10453,"West 183rd Street
Bronx, NY 10453
(40.85952213200005, -73.90760460799999)"
Kings,Pharmacy Only,Millennium Pharmacy,Fulton Street,Brooklyn,NY,11208,"Fulton Street
Brooklyn, NY 11208
(40.68252250900008, -73.87610519199995)"
Broome,Grocery w/ Pharmacy inside,Price Chopper #237,Glenwood Avenue,Binghamton,NY,13905,"Glenwood Avenue
Binghamton, NY 13905
(42.11163376600007, -75.93868853399994)"
Monroe,Grocery w/ Pharmacy inside,Wegmans Food Market #65,4th Section Rd,Brockport,NY,14420,"4th Section Rd
Brockport, NY 14420
(43.19826044700005, -77.97031066399995)"
Orange,Grocery w/ Pharmacy inside,Price Chopper #114,Schutt Road Extension,Middletown,NY,10940,"Schutt Road Extension
Middletown, NY 10940
(41.44783954500008, -74.38480221799995)"
Kings,Grocery,K.H.F. Food Corp.,Flatbush Ave,Brooklyn,NY,11225,"Flatbush Ave
Brooklyn, NY 11225
(40.662387953000064, -73.96189588899995)"
Bronx,Grocery,La Oaxaquena Produce-Mex,Jerome Ave,Bronx,NY,10453,"Jerome Ave
Bronx, NY 10453
(40.85211984800003, -73.90893312499998)"
Queens,Grocery,Farmbria Food Center,Linden Blvd,Cambria Heights,NY,11411,"Linden Blvd
Cambria Heights, NY 11411
(40.693878632000064, -73.73608979999995)"
Richmond,Grocery w/ Pharmacy inside,Stop & Shop #2595,Forest Avenue,Staten Island,NY,10302,"Forest Avenue
Staten Island, NY 10302
(40.62426803300008, -74.13839588799993)"
St. Lawrence,Grocery,Lavigne's Iga Of Waddington,Lincoln Ave,Waddington,NY,13694,"Lincoln Ave
Waddington, NY 13694
(44.86225039000004, -75.20514533499994)"
Kings,Grocery,Ding Feng Wang Grocery Inc,7th Ave,Brooklyn,NY,11220,"7th Ave
Brooklyn, NY 11220
(40.63988265100005, -74.00856730799995)"
Westchester,Grocery,Shop Fair Supermarket,New Main Street,Yonkers,NY,10701,"New Main Street
Yonkers, NY 10701
(40.92975165800004, -73.89554250999998)"
Queens,Grocery,Food Universe,31st Avenue,East Elmhurst,NY,11370,"31st Avenue
East Elmhurst, NY 11370
(40.75878959800008, -73.89021900299997)"
Suffolk,Grocery (Formula Allowed),Ideal Food Basket,Route 112,Port Jefferson Sta,NY,11776,"Route 112
Port Jefferson Sta, NY 11776
(40.917342193000025, -73.03667950799996)"
Queens,Grocery,Key Food,21st St,Long Island City,NY,11101,"21st St
Long Island City, NY 11101
(40.750846900000056, -73.94549460799993)"
Suffolk,Pharmacy Only,CVS Pharmacy #5066,West Main Street,Davis Park,NY,11772,"West Main Street
Davis Park, NY 11772
(40.764284055000076, -73.02413781499996)"
Monroe,Grocery w/ Pharmacy inside,Walmart Supercenter #1744,Brandt Point Drive,Webster,NY,14580,"Brandt Point Drive
Webster, NY 14580
(43.19365522600003, -77.49884431599997)"
Kings,Pharmacy Only,Walgreens # 1918,Broadway,Brooklyn,NY,11206,"Broadway
Brooklyn, NY 11206
(40.70124840400007, -73.94276930799998)"
Suffolk,Pharmacy Only,Deliver My Meds Corp.,Oser Ave,Hauppauge,NY,11788,"Oser Ave
Hauppauge, NY 11788
(40.817682207000075, -73.25087674599996)"
Orange,Pharmacy Only,Monroe Pharmacy,Nys Route 17m,Monroe,NY,10950,"Nys Route 17m
Monroe, NY 10950
(41.33049462100007, -74.19202933699995)"
Bronx,Grocery (Formula Allowed),Stop & Shop #503,Broadway,Bronx,NY,10463,"Broadway
Bronx, NY 10463
(40.88352233300003, -73.90162652599997)"
Richmond,Grocery,Victory Deli Food Corp.,Victory Boulevard,Staten Island,NY,10301,"Victory Boulevard
Staten Island, NY 10301
(40.62522440500004, -74.09289665699998)"
Nassau,Pharmacy Only,CVS Pharmacy #2780,West Hempstead Avenue,West Hempstead,NY,11552,"West Hempstead Avenue
West Hempstead, NY 11552
(40.694750889000034, -73.65557186099994)"
New York,Pharmacy Only,Duane Reade #14468,Union Square South,New York,NY,10003,"Union Square South
New York, NY 10003
(40.73461403300007, -73.99030075799999)"
Kings,Grocery,Arshak Corp.,Neptune Avenue,Brooklyn,NY,11235,"Neptune Avenue
Brooklyn, NY 11235
(40.58171651600003, -73.96103750899994)"
Kings,Grocery,Fischmans Food Center,16th Ave,Brooklyn,NY,11204,"16th Ave
Brooklyn, NY 11204
(40.62590693100003, -73.99080968799996)"
Queens,Grocery (Formula Allowed),Fine Fare,Sutphin Blvd,Jamaica,NY,11434,"Sutphin Blvd
Jamaica, NY 11434
(40.67974243100008, -73.79184268899996)"
Kings,Grocery,"Buy-Best Grocery, Inc.",8th Av,Brooklyn,NY,11220,"8th Av
Brooklyn, NY 11220
(40.63739787500003, -74.00755430099997)"
Cattaraugus,Grocery,South Dayton Supermarket Inc.,Pine St,South Dayton,NY,14138,"Pine St
South Dayton, NY 14138
(42.36175721400008, -79.05120134099997)"
Albany,Grocery (Formula Allowed),Target T-1268,Central Ave,Colonie,NY,12205,"Central Ave
Colonie, NY 12205
(42.71715357000005, -73.83235201799994)"
Kings,Grocery (Formula Allowed),C-Town Supermarkets,Belmont Av,Brooklyn,NY,11212,"Belmont Av
Brooklyn, NY 11212
(40.668971784000064, -73.90666934299998)"
Kings,Grocery,"Old Williamsburg Food, Inc.",Clymer St,Brooklyn,NY,11211,"Clymer St
Brooklyn, NY 11211
(40.707031552000046, -73.96288660799996)"
Kings,Grocery,5 Borough Market,B 4th Av,Brooklyn,NY,11209,"B 4th Av
Brooklyn, NY 11209
(40.62271280400006, -74.02838909499997)"
Bronx,Grocery (Formula Allowed),Stop & Shop #2594,Eastchester Road,Bronx,NY,10461,"Eastchester Road
Bronx, NY 10461
(40.850969865000025, -73.84443193599998)"
Niagara,Grocery w/ Pharmacy inside,Tops Market #22,Niagara Falls Blvd,Niagara Falls,NY,14304,"Niagara Falls Blvd
Niagara Falls, NY 14304
(43.09685905200007, -78.94948095499996)"
Queens,Grocery (Formula Allowed),Key Food Supermarket,College Point Bo,College Point,NY,11356,"College Point Bo
College Point, NY 11356
(40.78534500000006, -73.84346999999997)"
Queens,Pharmacy Only,Jamaica Pharmacy,- 43 Hillside Av,Jamaica,NY,11432,"- 43 Hillside Av
Jamaica, NY 11432
(40.71169351800006, -73.79030419099996)"
